Method  RMSE    STD
ShadowDerandomization	0.039994030502725014	0.0018822278868971544
ShadowBernstein	0.028694698558234717	0.0034378303305193183
ShadowBernstein-truncated	0.034819343675135145	0.0040902779003434584
Derandomization	0.03379063336850933	0.004017422930526335
RandomPaulis	0.09726583770259875	0.011562170555819599
AdaptivePaulis	0.05101098439094473	0.005674761755344915
AEQuO-inadaptive	0.7610991186260266	0.07684252852243784
AEQuO-naive	0.061579288510629375	0.006961696567271083
ShadowAdaptive	0.035267329403004775	0.0042310989841625145
OverlappedGrouping	0.0402034760060724	0.004600470748125963
