Method  RMSE    STD
ShadowDerandomization	0.06952491371692895	0.003259342494442714
ShadowBernstein	0.06446326241238845	0.007339769672127363
ShadowBernstein-truncated	0.07557319320434647	0.008547082111968746
Derandomization	0.171935796411712	0.018834331377461606
RandomPaulis	0.1695960648941657	0.01848921888084914
AdaptivePaulis	0.12324533285947763	0.01449505539577144
AEQuO-inadaptive	6.258813426218153	0.23358095997010472
AEQuO-naive	0.11706634840391382	0.012943151799485002
ShadowAdaptive	0.0709786351066236	0.007744319599389605
OverlappedGrouping	0.07869155704864789	0.008605692424296763
