Method  RMSE    STD
ShadowDerandomization	0.06900891981423965	0.0035108554134214024
ShadowBernstein	0.07281659678906856	0.00873171756216623
ShadowBernstein-truncated	0.06153819806862023	0.007474697582956439
Derandomization	0.17201240816133084	0.020501956828802022
RandomPaulis	0.12985175599505241	0.016144342333868904
AdaptivePaulis	0.09706215787753397	0.01099187619633777
AEQuO-inadaptive	2.688350611055426	0.19054755433567874
AEQuO-naive	0.13410233085516327	0.015416015092735682
ShadowAdaptive	0.06274153356524786	0.007672850897008807
OverlappedGrouping	0.0641474781583789	0.008692567864661016
