Method  RMSE    STD
ShadowDerandomization	0.1170587023229738	0.012134330298459185
ShadowBernstein	0.24915437388000977	0.02948810756117917
ShadowBernstein-truncated	0.194202909504693	0.023691580979622682
Derandomization	0.8433789659057149	0.09459572614951875
RandomPaulis	0.47379665046678077	0.054592302196658865
AdaptivePaulis	0.2597373360464683	0.028643445191328575
AEQuO-inadaptive	5.137911429787961	0.6080422493918242
AEQuO-naive	0.6275941212040668	0.08450653017841858
ShadowAdaptive	0.19431867779453238	0.022595959278978745
OverlappedGrouping	0.1394610396897176	0.016030837897753877
