Method  RMSE    STD
ShadowDerandomization	0.09328675707714486	0.01006985650653222
ShadowBernstein	0.12257836572287044	0.013230539010906013
ShadowBernstein-truncated	0.13208298247138678	0.015049894571277164
Derandomization	0.4205878122280875	0.0504793270946762
RandomPaulis	0.3175885453468563	0.03807644658344493
AdaptivePaulis	0.13339711440823304	0.015737382558421453
AEQuO-inadaptive	17.78637763170921	0.694371650509353
AEQuO-naive	0.35647014009551375	0.04343088153580673
ShadowAdaptive	0.14622193552589632	0.01741606624817421
OverlappedGrouping	0.14111203560232188	0.015062969762488726
