run_label	method	rmse	rmse_std	t_end_epoch	t_end_iso	num_steps
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02863857987535239	0.021297620262842168	1760518497.9139025	2025-10-15T10:54:57	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02779671197430936	0.020750500393520943	1760519720.208012	2025-10-15T11:15:20	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02502489390701468	0.019062178159964863	1760521100.8629994	2025-10-15T11:38:20	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.027256855756339925	0.02077081988744659	1760537411.6786878	2025-10-15T16:10:11	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	2.754374353264725	0.0007851234615797902	1760540209.3780255	2025-10-15T16:56:49	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02841986435707293	0.02105418036802348	1760546082.3454185	2025-10-15T18:34:42	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02971870729837024	0.020748258291199886	1760548096.560922	2025-10-15T19:08:16	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.02636432013499734	0.019990562046194624	1760606787.416949	2025-10-16T11:26:27	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.023707670406112536	0.01853449688876805	1761032871.4467857	2025-10-21T09:47:51	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Priori	0.031102942225461828	0.0350016567696426	1761040064.9985833	2025-10-21T11:47:44	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.033115818553669824	0.037553840616676895	1761042520.091355	2025-10-21T12:28:40	1000
LiH_molecule_JW_sto3g_Posteriori_Nshots=1000	Posteriori	0.03366279165482904	0.0022095351649874338	1763111465.9644961	2025-11-14T10:11:05	1000
