run_label	method	rmse	rmse_std	t_end_epoch	t_end_iso	num_steps
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03749321453847676	0.02647657924432376	1759830182.1952097	2025-10-07T11:43:02	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.035036021591478866	0.02603917560755312	1759831565.4581718	2025-10-07T12:06:05	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.048386568643381145	0.03355752582043576	1759834184.0440114	2025-10-07T12:49:44	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.036219667683888054	0.02535032132493021	1759835215.521303	2025-10-07T13:06:55	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.04103412736896603	0.03635569888456002	1759837135.3720074	2025-10-07T13:38:55	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03977680891181578	0.031311826609515224	1759838282.658795	2025-10-07T13:58:02	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03410054040866424	0.027942352815695567	1759839200.1996555	2025-10-07T14:13:20	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03640229944590507	0.025761245883758024	1759842896.3837824	2025-10-07T15:14:56	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.08551933520996174	0.06684515802427682	1759845835.321995	2025-10-07T16:03:55	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.040608233080179267	0.026763937752755974	1759856000.4589443	2025-10-07T18:53:20	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03623830947910427	0.02622876573338071	1759911826.9174507	2025-10-08T10:23:46	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.03529667726760939	0.024089705223924084	1759917973.8339255	2025-10-08T12:06:13	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.033476267117222264	0.023470028763006044	1759919412.382783	2025-10-08T12:30:12	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.0348279246782999	0.02249404447924152	1759925780.1708946	2025-10-08T14:16:20	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=500	Shadow_Grouping_Update7	0.035371596230931356	0.026601752681478092	1759930142.5398118	2025-10-08T15:29:02	500
