run_label	method	rmse	rmse_std	t_end_epoch	t_end_iso	num_steps
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.038713454208598536	0.024675596838229615	1759829489.4991114	2025-10-07T11:31:29	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.04006351758957376	0.029484505943511027	1759830668.844801	2025-10-07T11:51:08	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.035153432913043084	0.026387547750595312	1759830982.001527	2025-10-07T11:56:22	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03264674318944691	0.024579838171966153	1759858913.157342	2025-10-07T19:41:53	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03532599583118163	0.023955832120365124	1759865233.0502288	2025-10-07T21:27:13	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.033903545891312545	0.027861717376559687	1759870503.39258	2025-10-07T22:55:03	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03681841770841274	0.028863451705227607	1759915815.4534206	2025-10-08T11:30:15	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03896108236602018	0.029978389506259532	1759918541.1973133	2025-10-08T12:15:41	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03924729871769392	0.025124002065088136	1759918569.7173371	2025-10-08T12:16:09	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03307006778579602	0.02616471936910078	1759921441.2691715	2025-10-08T13:04:01	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.04037324765406728	0.027443218398105384	1759921488.6649513	2025-10-08T13:04:48	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.043733669735121036	0.035146712283629984	1759926459.1519623	2025-10-08T14:27:39	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03303208989778474	0.026813421387211683	1759929210.370293	2025-10-08T15:13:30	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03914537171473936	0.029953672101664865	1759929324.3462744	2025-10-08T15:15:24	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.03719415491659064	0.025204921924741528	1759930190.9465094	2025-10-08T15:29:50	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.038123188646897684	0.027572189526915005	1759936117.6947658	2025-10-08T17:08:37	500
LiH_molecule_JW_sto3g_Shadow_Grouping_Nshots=500	Shadow_Grouping	0.04005544131810167	0.02917464202566154	1760966050.1377912	2025-10-20T15:14:10	500
