run_label	method	rmse	rmse_std	t_end_epoch	t_end_iso	num_steps
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.022124151426265257	0.015882178395883382	1759737439.0275648	2025-10-06T09:57:19	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.025396140695708898	0.01966985447499511	1759744536.2227452	2025-10-06T11:55:36	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.023533021618474165	0.020136116359727414	1759746226.6173737	2025-10-06T12:23:46	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.025615953717076038	0.01931840162876719	1759746761.512727	2025-10-06T12:32:41	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.023989842683903737	0.019614516019573255	1759747109.6107821	2025-10-06T12:38:29	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.02864526884581835	0.019890797238710296	1759747352.6516697	2025-10-06T12:42:32	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.024367951302290986	0.01841365705900308	1759749778.5095923	2025-10-06T13:22:58	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.02453240146609149	0.019523843018224483	1759913654.8165069	2025-10-08T10:54:14	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.026058006682359504	0.02064770180416634	1760346639.7142067	2025-10-13T11:10:39	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.025601648989424675	0.018028892550288653	1760447649.3337762	2025-10-14T15:14:09	1000
LiH_molecule_JW_sto3g_Shadow_Grouping_Update7_Nshots=1000	Shadow_Grouping_Update7	0.024556329097271182	0.019408606906725825	1760469171.187003	2025-10-14T21:12:51	1000
